Name1	Name2	Edge type	Edge weight
ARHGAP18	ARHGAP18	1	1.0
ARHGAP19	ARHGAP19	1	1.000031280599645
ARHGAP19	ENST00000243077.3	2	-0.005592993663538104
ARHGAP24	ARHGAP24	1	1.0
ARHGAP30	ARHGAP30	1	1.0002006852205552
ARHGAP30	ARHGDIB	1	-0.01416776253021945
ARHGAP33	ARHGAP33	1	0.9999999999999998
ARHGAP35	ARHGAP35	1	1.0
ARHGAP4	ARHGAP4	1	1.000218705001564
ARHGAP4	ARHGEF1	1	-0.014790295245240668
ARHGAP8	ARHGAP8	1	1.0
ARHGAP9	ARHGAP9	1	1.008209323675269
ARHGDIA	ARHGDIA	1	1.0
ARHGDIB	ARHGDIB	1	1.039380354835997
ARHGDIB	ARPC4	1	-0.1939828686688243
ARHGEF1	ARHGEF1	1	1.000218705001563
ARHGEF10L	ARHGEF10L	1	1.009096260790996
ARHGEF11	ARHGEF11	1	1.0
ARHGEF18	ARHGEF18	1	1.0000677498869521
ARHGEF18	ATP2A3	1	-4.778994512655288e-05
ARHGEF19	ARHGEF19	1	1.0
ARHGEF2	ARHGEF2	1	1.00957304796755
ARHGEF2	ENST00000210060.7	2	0.0294230549354704
ARHGEF2	ENST00000258484.6	2	-0.09372251934460556
ARHGEF3	ARHGEF3	1	1.000000000000001
ARHGEF40	ARHGEF40	1	1.0
ARHGEF6	ARHGEF6	1	1.008199107870819
ARHGEF6	ATP8B4	1	-0.02984057905966997
ARHGEF7	ARHGEF7	1	1.0
ARHGEF9	ARHGEF9	1	1.0
ARID1A	ARID1A	1	1.040009347590361
ARID1A	ATXN2	1	-0.04870175948909033
ARID1B	ARID1B	1	1.0
ARID2	ARID2	1	0.9999999999999998
ARID4A	ARID4A	1	1.006405289111977
ARID4A	ARID4B	1	-0.08028895839768563
ARID4B	ARID4B	1	1.0065126954729922
ARID4B	ATP11A	1	-0.009574079155057423
ARID4B	ENST00000253727.5	2	-0.003968881206307701
ARID5A	ARID5A	1	1.000160128059314
ARID5A	ENST00000251849.4	2	-0.0126551847204821
ARID5B	ARID5B	1	0.9999999999999998
ARIH1	ARIH1	1	1.011328030506369
ARIH1	B3GALT4	1	0.009548437845702027
ARL1	ARL1	1	1.0
ARL15	ARL15	1	1.0
ARL3	ARL3	1	0.9999999999999998
ARL4C	ARL4C	1	1.022977874732883
ARL5B	ARL5B	1	1.000405357179031
ARL5B	ATG3	1	-0.020137564238818458
ARL6IP4	ARL6IP4	1	1.006392259372645
ARL6IP4	ENST00000254235.3	2	0.01639312989546157
ARL6IP6	ARL6IP6	1	1.004728912906059
ARL8A	ARL8A	1	0.9999999999999998
ARMC12	ARMC12	1	1.000747110239135
ARMC6	ARMC6	1	0.9999999999999998
ARMC7	ARMC7	1	1.000334256418015
ARMC8	ARMC8	1	1.0000146509400911
ARMCX3	ARMCX3	1	1.0
ARNT	ARNT	1	0.9999999999999998
ARNTL	ARNTL	1	1.0
ARPC4	ARPC4	1	1.048491310932616
ARPC5L	ARPC5L	1	1.0
ARRB1	ARRB1	1	1.0016243804873661
ARRB1	ATP2B1	1	-0.007893990125926675
ARRB1	ENST00000003912.3	2	0.01205379328615944
ARRDC1	ARRDC1	1	1.001793332150933
ARRDC1	ENST00000228740.2	2	-0.04133800046861422
ARRDC2	ARRDC2	1	1.0028550165042258
ARRDC2	ENST00000222250.4	2	-0.0535085752329973
ARRDC3	ARRDC3	1	1.000120563638289
ARRDC3	ENST00000248899.6	2	-0.01098080934542014
ARRDC4	ARRDC4	1	1.000000005740258
ARRDC4	ENST00000251642.3	2	-7.576449441024091e-05
ARSA	ARSA	1	1.0
ARV1	ARV1	1	1.0
ARVCF	ARVCF	1	0.9999999999999998
ASAH1	ASAH1	1	1.012707124061097
ASAH1	ATG16L2	1	-0.02857509654619322
ASAH1	ATP6V0B	1	-0.014102683670112191
ASAH1	ATP9A	1	0.0906781787153308
ASAH1	ENST00000191018.5	2	0.01313808354358814
ASB1	ASB1	1	1.0
ASB13	ASB13	1	1.0
ASB2	ASB2	1	1.0227579966960259
ASB2	ATP2A1	1	-0.0634046855026334
ASB6	ASB6	1	1.001255861372581
ASB6	ATG16L1	1	-0.03546038014980885
ASB7	ASB7	1	1.00097104680131
ASB7	ENST00000248975.5	2	0.02172103262649916
ASCC3	ASCC3	1	1.0
ASCL2	ASCL2	1	0.9999999999999998
ASF1A	ASF1A	1	1.002624648119969
ASF1A	ENST00000255432.7	2	-0.05129850775336572
ASF1B	ASF1B	1	1.016290065996927
ASF1B	AURKB	1	-0.1286679145984411
ASGR2	ASGR2	1	1.000383952260498
ASGR2	ENST00000219281.3	2	0.01916315004920802
ASH1L	ASH1L	1	1.0
ASNA1	ASNA1	1	1.001822253129464
ASNSD1	ASNSD1	1	1.0
ASPH	ASPH	1	1.0
ASPRV1	ASPRV1	1	1.0
ASTE1	ASTE1	1	1.001157640219646
ASTE1	ATP11B	1	0.03404380047122707
ASUN	ASUN	1	1.0
ASXL1	ASXL1	1	1.0
ASXL2	ASXL2	1	1.009138856652698
ASXL2	ATP9A	1	-0.09079845351544086
ATAD2B	ATAD2B	1	1.0
ATAT1	ATAT1	1	1.000000000000001
ATE1	ATE1	1	1.0
ATF1	ATF1	1	0.9999999999999998
ATF2	ATF2	1	1.0031926370748392
ATF2	AVL9	1	-0.056593550925264864
ATF3	ATF3	1	1.0092024351396958
ATF5	ATF5	1	1.0
ATF7	ATF7	1	0.9999999999999996
ATF7IP	ATF7IP	1	1.0
ATG13	ATG13	1	0.9999999999999998
ATG16L1	ATG16L1	1	1.013025065963651
ATG16L1	AUTS2	1	-0.1063701148800179
ATG16L1	ENST00000003912.3	2	0.02408613853534675
ATG16L2	ATG16L2	1	1.013859194549409
ATG16L2	ENST00000216194.7	2	-0.005104165949230632
ATG2B	ATG2B	1	1.0
ATG3	ATG3	1	1.0004053571790301
ATG4B	ATG4B	1	1.0
ATG4C	ATG4C	1	0.9999999999999998
ATG4D	ATG4D	1	1.0
ATG5	ATG5	1	1.0
ATG7	ATG7	1	1.0
ATG9A	ATG9A	1	1.001106819797677
ATG9A	ENST00000247665.10	2	0.009272937188251671
ATG9B	ATG9B	1	1.010823057816229
ATHL1	ATHL1	1	0.9999999999999998
ATIC	ATIC	1	1.005159819571605
ATIC	ENST00000236959.9	2	0.07201696542910149
ATL2	ATL2	1	0.9999999999999998
ATN1	ATN1	1	1.0
ATOH8	ATOH8	1	1.0
ATOX1	ATOX1	1	1.000200161575711
ATP10A	ATP10A	1	1.0091463114983878
ATP10D	ATP10D	1	1.0
ATP11A	ATP11A	1	1.000091654591104
ATP11B	ATP11B	1	1.001157640219647
ATP11C	ATP11C	1	1.0024257163705892
ATP11C	ATP7A	1	-0.04931126109215599
ATP13A1	ATP13A1	1	0.9999999999999998
ATP13A2	ATP13A2	1	1.004138272906412
ATP13A3	ATP13A3	1	1.007443660286597
ATP13A3	ENST00000256031.4	2	0.08659716141455237
ATP1A1	ATP1A1	1	1.000000000000001
ATP2A1	ATP2A1	1	1.1674802040758272
ATP2A2	ATP2A2	1	1.000000000000001
ATP2A3	ATP2A3	1	1.001318778860265
ATP2B1	ATP2B1	1	1.0116442654157691
ATP2B1	ATP9A	1	0.002082888386658655
ATP2B4	ATP2B4	1	1.0019692366097679
ATP2B4	ENST00000221922.6	2	0.030276868965533717
ATP2C1	ATP2C1	1	1.000670962635653
ATP2C1	ENST00000206020.3	2	0.01153919722240573
ATP2C2	ATP2C2	1	0.9999999999999996
ATP5B	ATP5B	1	1.0
ATP5E	ATP5E	1	1.090649753354711
ATP5E	ENST00000243997.3	2	0.3144314410773527
ATP5G1	ATP5G1	1	1.000029002649218
ATP5G1	ATRAID	1	-0.005385488870265576
ATP5I	ATP5I	1	1.061070118950571
ATP5I	ATP5J	1	-0.1918568687233171
ATP5I	ATP5L	1	-0.1559471639181216
ATP5J	ATP5J	1	1.0384684965402349
ATP5J	ATP5L	1	-0.033383859150219186
ATP5L	ATP5L	1	1.032998352749227
ATP5L	ATPIF1	1	-0.06210156152225715
ATP5SL	ATP5SL	1	1.000000308582925
ATP5SL	ENST00000221943.9	2	-0.0005555024933843224
ATP6AP2	ATP6AP2	1	1.003798485763562
ATP6V0A1	ATP6V0A1	1	1.001909660963763
ATP6V0A1	ATP6V0B	1	-0.04224637732783043
ATP6V0B	ATP6V0B	1	1.0487895703782029
ATP6V0B	ATP6V0D1	1	-0.029316047741222713
ATP6V0B	ATP6V0E1	1	-0.06977064586773579
ATP6V0B	ENST00000236067.4	2	0.2048568547180908
ATP6V0D1	ATP6V0D1	1	1.00085869330098
ATP6V0E1	ATP6V0E1	1	1.005258658419847
ATP6V0E1	AURKAIP1	1	-0.005493892510970433
ATP6V0E2	ATP6V0E2	1	1.003307275125654
ATP6V1C1	ATP6V1C1	1	0.9999999999999998
ATP6V1E2	ATP6V1E2	1	1.0
ATP6V1H	ATP6V1H	1	1.0
ATP7A	ATP7A	1	1.002656194990353
ATP7A	ENST00000222390.5	2	-0.0151832717211792
ATP8A1	ATP8A1	1	1.0000379645242958
ATP8A1	ENST00000257821.4	2	-0.006161652830279475
ATP8B4	ATP8B4	1	1.000889668648313
ATP9A	ATP9A	1	1.016337837828809
ATPAF2	ATPAF2	1	0.9999999999999996
ATPIF1	ATPIF1	1	1.003841844176824
ATRAID	ATRAID	1	1.000033349500923
ATRIP	ATRIP	1	1.000000000000001
ATRN	ATRN	1	0.9999999999999998
ATXN1	ATXN1	1	0.9999999999999996
ATXN10	ATXN10	1	1.368059292324566
ATXN10	ENST00000252934.5	2	0.7095963183324909
ATXN2	ATXN2	1	1.002366262180626
ATXN7	ATXN7	1	1.0
ATXN7L1	ATXN7L1	1	1.0000142367319091
ATXN7L2	ATXN7L2	1	1.000000000000001
ATXN7L3B	ATXN7L3B	1	1.000133964401962
AUP1	AUP1	1	1.014852641722109
AURKAIP1	AURKAIP1	1	1.0423748329366251
AURKB	AURKB	1	1.0162900659969278
AUTS2	AUTS2	1	1.0111893986964
AVEN	AVEN	1	0.9999999999999996
AVIL	AVIL	1	1.0024292522140559
AVIL	ENST00000257861.3	2	-0.04934727429530278
AVL9	AVL9	1	1.0031926370748392
AVPI1	AVPI1	1	1.000000000000001
AXIN1	AXIN1	1	0.9999999999999998
AZI1	AZI1	1	1.0
AZI2	AZI2	1	1.0
B2M	B2M	1	1.001394341059117
B3GALT4	B3GALT4	1	1.000321225865735
B3GALT6	B3GALT6	1	0.9999999999999998
ENST00000000233.5	ENST00000000233.5	3	1.0002077651550452
ENST00000003912.3	ENST00000003912.3	3	1.00176049427366
ENST00000003912.3	ENST00000222329.4	3	-0.032194528043797334
ENST00000004103.3	ENST00000004103.3	3	1.0
ENST00000005340.5	ENST00000005340.5	3	0.9999999999999998
ENST00000006275.4	ENST00000006275.4	3	0.9999999999999998
ENST00000006750.3	ENST00000006750.3	3	1.0
ENST00000006777.6	ENST00000006777.6	3	1.0001514944105179
ENST00000006777.6	ENST00000158762.3	3	0.008994543347090544
ENST00000006777.6	ENST00000233146.2	3	-0.008402626302481148
ENST00000007264.2	ENST00000007264.2	3	1.0
ENST00000007390.2	ENST00000007390.2	3	1.0
ENST00000007414.3	ENST00000007414.3	3	1.0
ENST00000007510.4	ENST00000007510.4	3	1.0
ENST00000007708.3	ENST00000007708.3	3	1.0
ENST00000008527.5	ENST00000008527.5	3	1.0
ENST00000010132.5	ENST00000010132.5	3	1.0
ENST00000010404.2	ENST00000010404.2	3	1.0
ENST00000011619.3	ENST00000011619.3	3	1.0
ENST00000012443.4	ENST00000012443.4	3	1.0
ENST00000014935.3	ENST00000014935.3	3	1.0000017454391559
ENST00000014935.3	ENST00000210444.5	3	0.001321151846884333
ENST00000025008.5	ENST00000025008.5	3	1.000025041978078
ENST00000025008.5	ENST00000243347.3	3	-0.00500425870422891
ENST00000026218.5	ENST00000026218.5	3	1.000000000000001
ENST00000029410.5	ENST00000029410.5	3	0.9999999999999998
ENST00000031146.4	ENST00000031146.4	3	1.0
ENST00000034275.8	ENST00000034275.8	3	1.0
ENST00000035307.2	ENST00000035307.2	3	1.0
ENST00000037243.2	ENST00000037243.2	3	1.010302896721922
ENST00000037243.2	ENST00000191018.5	3	-0.07538701804214892
ENST00000037243.2	ENST00000216455.4	3	0.02687914712320508
ENST00000038176.3	ENST00000038176.3	3	0.9999999999999998
ENST00000042381.4	ENST00000042381.4	3	0.9999999999999998
ENST00000044462.7	ENST00000044462.7	3	1.0
ENST00000052569.6	ENST00000052569.6	3	1.0
ENST00000052754.5	ENST00000052754.5	3	1.0
ENST00000053867.3	ENST00000053867.3	3	1.000556926867878
ENST00000053867.3	ENST00000191018.5	3	-0.02264137485648673
ENST00000064780.2	ENST00000064780.2	3	1.001504565297469
ENST00000064780.2	ENST00000228740.2	3	0.003962012056770825
ENST00000064780.2	ENST00000248846.5	3	-0.038614566322442784
ENST00000072516.3	ENST00000072516.3	3	0.9999999999999998
ENST00000072644.1	ENST00000072644.1	3	0.9999999999999998
ENST00000074304.5	ENST00000074304.5	3	1.0
ENST00000075430.7	ENST00000075430.7	3	1.0
ENST00000080059.7	ENST00000080059.7	3	1.0
ENST00000085068.3	ENST00000085068.3	3	1.0
ENST00000085219.5	ENST00000085219.5	3	1.0
ENST00000155674.5	ENST00000155674.5	3	0.9999999999999998
ENST00000155926.4	ENST00000155926.4	3	0.9999999999999998
ENST00000156471.5	ENST00000156471.5	3	1.166021439105597
ENST00000157812.2	ENST00000157812.2	3	0.9999999999999998
ENST00000158762.3	ENST00000158762.3	3	1.0134238395731998
ENST00000160262.5	ENST00000160262.5	3	1.000525446792867
ENST00000160827.4	ENST00000160827.4	3	1.0
ENST00000162023.5	ENST00000162023.5	3	0.9999999999999998
ENST00000163678.7	ENST00000163678.7	3	1.0
ENST00000164133.2	ENST00000164133.2	3	1.0
ENST00000164139.3	ENST00000164139.3	3	1.001253907501519
ENST00000164227.5	ENST00000164227.5	3	1.0
ENST00000164305.5	ENST00000164305.5	3	0.9999999999999998
ENST00000164640.4	ENST00000164640.4	3	1.000000000000001
ENST00000169298.3	ENST00000169298.3	3	1.0
ENST00000170168.4	ENST00000170168.4	3	0.9999999999999998
ENST00000170564.2	ENST00000170564.2	3	1.0
ENST00000170630.2	ENST00000170630.2	3	1.0
ENST00000171757.2	ENST00000171757.2	3	1.0
ENST00000171887.4	ENST00000171887.4	3	1.0
ENST00000174618.4	ENST00000174618.4	3	1.00338514780334
ENST00000174618.4	ENST00000251849.4	3	-0.03328913038698803
ENST00000175756.5	ENST00000175756.5	3	1.000002051752759
ENST00000178640.5	ENST00000178640.5	3	0.9999999999999996
ENST00000181839.4	ENST00000181839.4	3	1.0
ENST00000182377.4	ENST00000182377.4	3	1.000000000000001
ENST00000185150.4	ENST00000185150.4	3	0.9999999999999998
ENST00000186436.5	ENST00000186436.5	3	1.0
ENST00000187830.2	ENST00000187830.2	3	1.0
ENST00000189444.6	ENST00000189444.6	3	1.0
ENST00000191018.5	ENST00000191018.5	3	1.010421983263234
ENST00000194118.4	ENST00000194118.4	3	1.000000000000001
ENST00000194214.5	ENST00000194214.5	3	1.000303262861219
ENST00000198765.4	ENST00000198765.4	3	0.9999999999999998
ENST00000198939.6	ENST00000198939.6	3	0.9999999999999998
ENST00000199389.6	ENST00000199389.6	3	1.0
ENST00000199447.4	ENST00000199447.4	3	1.0
ENST00000199706.8	ENST00000199706.8	3	1.0
ENST00000199814.4	ENST00000199814.4	3	0.9999999999999998
ENST00000202917.5	ENST00000202917.5	3	0.9999999999999998
ENST00000203629.2	ENST00000203629.2	3	1.0
ENST00000203630.5	ENST00000203630.5	3	0.9999999999999998
ENST00000206020.3	ENST00000206020.3	3	1.0001331353475171
ENST00000206474.7	ENST00000206474.7	3	0.9999999999999998
ENST00000209718.3	ENST00000209718.3	3	0.9999999999999998
ENST00000209873.4	ENST00000209873.4	3	1.03466260263951
ENST00000210060.7	ENST00000210060.7	3	1.001072210737226
ENST00000210444.5	ENST00000210444.5	3	1.0000017454391559
ENST00000211287.4	ENST00000211287.4	3	0.9999999999999998
ENST00000215531.4	ENST00000215531.4	3	1.0
ENST00000215574.4	ENST00000215574.4	3	1.001277966993467
ENST00000215574.4	ENST00000225308.8	3	-0.03577149973238175
ENST00000215587.7	ENST00000215587.7	3	1.002667675813087
ENST00000215631.4	ENST00000215631.4	3	1.001414309820124
ENST00000215631.4	ENST00000216797.5	3	-0.01861502405393256
ENST00000215739.8	ENST00000215739.8	3	1.00000246148172
ENST00000215742.4	ENST00000215742.4	3	1.00005940747839
ENST00000215742.4	ENST00000256637.6	3	0.007707853633700106
ENST00000215790.7	ENST00000215790.7	3	1.0
ENST00000215793.8	ENST00000215793.8	3	1.000298726842737
ENST00000215793.8	ENST00000248929.9	3	0.0016054728310530288
ENST00000215912.5	ENST00000215912.5	3	1.0
ENST00000215919.3	ENST00000215919.3	3	1.0
ENST00000215980.5	ENST00000215980.5	3	0.9999999999999998
ENST00000216037.6	ENST00000216037.6	3	1.0
ENST00000216064.4	ENST00000216064.4	3	1.0107607666633258
ENST00000216064.4	ENST00000248901.6	3	-0.1035997586826752
ENST00000216064.4	ENST00000257347.4	3	-0.0071132101828262064
ENST00000216085.7	ENST00000216085.7	3	1.0
ENST00000216124.5	ENST00000216124.5	3	1.0
ENST00000216133.5	ENST00000216133.5	3	1.000137525351037
ENST00000216133.5	ENST00000251343.5	3	-0.0117279266820739
ENST00000216194.7	ENST00000216194.7	3	1.00002605183134
ENST00000216259.7	ENST00000216259.7	3	1.0
ENST00000216274.5	ENST00000216274.5	3	0.9999999999999998
ENST00000216373.5	ENST00000216373.5	3	1.004332303682087
ENST00000216373.5	ENST00000256689.5	3	0.06596266017437641
ENST00000216392.7	ENST00000216392.7	3	1.0
ENST00000216416.4	ENST00000216416.4	3	1.0
ENST00000216446.4	ENST00000216446.4	3	1.0
ENST00000216455.4	ENST00000216455.4	3	1.000723771906828
ENST00000216465.5	ENST00000216465.5	3	1.0
ENST00000216479.3	ENST00000216479.3	3	1.051002592317251
ENST00000216487.7	ENST00000216487.7	3	1.0
ENST00000216489.3	ENST00000216489.3	3	1.0
ENST00000216714.3	ENST00000216714.3	3	1.0
ENST00000216774.6	ENST00000216774.6	3	1.0
ENST00000216780.4	ENST00000216780.4	3	1.0
ENST00000216797.5	ENST00000216797.5	3	1.000346399128173
ENST00000216799.4	ENST00000216799.4	3	1.0
ENST00000216840.6	ENST00000216840.6	3	1.0
ENST00000216951.2	ENST00000216951.2	3	1.0
ENST00000217109.4	ENST00000217109.4	3	1.0
ENST00000217130.3	ENST00000217130.3	3	0.9999999999999998
ENST00000217159.1	ENST00000217159.1	3	0.9999999999999998
ENST00000217182.3	ENST00000217182.3	3	1.0
ENST00000217195.8	ENST00000217195.8	3	0.9999999999999998
ENST00000217455.4	ENST00000217455.4	3	1.0004864264421949
ENST00000217455.4	ENST00000253727.5	3	0.02185001201160827
ENST00000217456.2	ENST00000217456.2	3	1.036198928867351
ENST00000217800.5	ENST00000217800.5	3	0.9999999999999996
ENST00000217901.5	ENST00000217901.5	3	1.000287456967109
ENST00000217901.5	ENST00000219302.3	3	-0.0121473447894386
ENST00000217901.5	ENST00000253727.5	3	0.011829637628697879
ENST00000218200.8	ENST00000218200.8	3	0.9999999999999996
ENST00000218348.3	ENST00000218348.3	3	0.9999999999999998
ENST00000218388.4	ENST00000218388.4	3	1.003233305971392
ENST00000218388.4	ENST00000257857.4	3	-0.051719345167348385
ENST00000218516.3	ENST00000218516.3	3	1.000181341415165
ENST00000218758.5	ENST00000218758.5	3	1.000030482657259
ENST00000219069.5	ENST00000219069.5	3	1.0
ENST00000219070.4	ENST00000219070.4	3	1.0
ENST00000219172.3	ENST00000219172.3	3	1.0
ENST00000219281.3	ENST00000219281.3	3	1.000367091563593
ENST00000219302.3	ENST00000219302.3	3	1.000147536218498
ENST00000219343.6	ENST00000219343.6	3	0.9999999999999998
ENST00000219400.3	ENST00000219400.3	3	1.0
ENST00000219542.3	ENST00000219542.3	3	0.9999999999999998
ENST00000219548.4	ENST00000219548.4	3	1.0
ENST00000219782.6	ENST00000219782.6	3	1.000009927946336
ENST00000219782.6	ENST00000249806.5	3	0.00315088002000663
ENST00000219794.6	ENST00000219794.6	3	0.9999999999999998
ENST00000219797.4	ENST00000219797.4	3	0.9999999999999998
ENST00000220429.8	ENST00000220429.8	3	0.9999999999999996
ENST00000220446.4	ENST00000220446.4	3	0.9999999999999998
ENST00000220592.5	ENST00000220592.5	3	1.0302758908399252
ENST00000220597.4	ENST00000220597.4	3	1.0
ENST00000220751.4	ENST00000220751.4	3	1.0
ENST00000220764.2	ENST00000220764.2	3	1.001024857873394
ENST00000220764.2	ENST00000258301.5	3	0.032029801857859336
ENST00000220931.6	ENST00000220931.6	3	1.0
ENST00000221232.5	ENST00000221232.5	3	1.0
ENST00000221283.5	ENST00000221283.5	3	1.000000588655601
ENST00000221283.5	ENST00000258484.6	3	0.0007672391723938522
ENST00000221418.4	ENST00000221418.4	3	0.9999999999999998
ENST00000221431.6	ENST00000221431.6	3	0.9999999999999998
ENST00000221448.5	ENST00000221448.5	3	0.9999999999999998
ENST00000221452.8	ENST00000221452.8	3	0.9999999999999998
ENST00000221462.4	ENST00000221462.4	3	1.0
ENST00000221466.5	ENST00000221466.5	3	0.9999999999999998
ENST00000221480.1	ENST00000221480.1	3	1.0
ENST00000221494.5	ENST00000221494.5	3	1.0
ENST00000221504.8	ENST00000221504.8	3	0.9999999999999998
ENST00000221554.8	ENST00000221554.8	3	1.000072404412191
ENST00000221573.6	ENST00000221573.6	3	1.000055226877061
ENST00000221573.6	ENST00000242784.4	3	-0.007431683999566618
ENST00000221801.3	ENST00000221801.3	3	0.9999999999999998
ENST00000221859.4	ENST00000221859.4	3	1.0
ENST00000221922.6	ENST00000221922.6	3	1.000915850013109
ENST00000221943.9	ENST00000221943.9	3	1.000000308582925
ENST00000222122.5	ENST00000222122.5	3	1.0
ENST00000222139.6	ENST00000222139.6	3	0.9999999999999998
ENST00000222214.5	ENST00000222214.5	3	0.9999999999999998
ENST00000222250.4	ENST00000222250.4	3	1.0028550165042271
ENST00000222305.3	ENST00000222305.3	3	1.0
ENST00000222329.4	ENST00000222329.4	3	1.001035415550601
ENST00000222390.5	ENST00000222390.5	3	1.000230478619765
ENST00000222597.2	ENST00000222597.2	3	1.0
ENST00000222812.3	ENST00000222812.3	3	0.9999999999999998
ENST00000222823.4	ENST00000222823.4	3	0.9999999999999998
ENST00000222990.3	ENST00000222990.3	3	1.002722103589001
ENST00000222990.3	ENST00000225729.3	3	0.0507909350715865
ENST00000223054.4	ENST00000223054.4	3	1.0
ENST00000223127.3	ENST00000223127.3	3	1.004892411430422
ENST00000223127.3	ENST00000245615.1	3	-0.07011666791873386
ENST00000223145.5	ENST00000223145.5	3	0.9999999999999996
ENST00000223190.4	ENST00000223190.4	3	1.0
ENST00000223369.2	ENST00000223369.2	3	0.9999999999999998
ENST00000223423.4	ENST00000223423.4	3	0.9999999999999998
ENST00000223795.2	ENST00000223795.2	3	0.9999999999999998
ENST00000223865.8	ENST00000223865.8	3	1.0
ENST00000224140.5	ENST00000224140.5	3	1.000411885449561
ENST00000224140.5	ENST00000256935.8	3	-0.02029914035579597
ENST00000224337.5	ENST00000224337.5	3	1.0
ENST00000224949.4	ENST00000224949.4	3	1.0
ENST00000224950.3	ENST00000224950.3	3	0.9999999999999998
ENST00000225308.8	ENST00000225308.8	3	1.001277966993468
ENST00000225394.3	ENST00000225394.3	3	1.0
ENST00000225402.5	ENST00000225402.5	3	1.0
ENST00000225538.3	ENST00000225538.3	3	0.9999999999999998
ENST00000225665.7	ENST00000225665.7	3	0.9999999999999998
ENST00000225719.4	ENST00000225719.4	3	1.048910443907693
ENST00000225719.4	ENST00000238609.3	3	0.015032161441996459
ENST00000225719.4	ENST00000238856.4	3	-0.02693817967329359
ENST00000225719.4	ENST00000258526.4	3	-0.2236574511141622
ENST00000225726.5	ENST00000225726.5	3	0.9999999999999998
ENST00000225728.3	ENST00000225728.3	3	1.0
ENST00000225729.3	ENST00000225729.3	3	1.002573098250838
ENST00000225742.9	ENST00000225742.9	3	0.9999999999999996
ENST00000225792.5	ENST00000225792.5	3	0.9999999999999998
ENST00000225916.5	ENST00000225916.5	3	0.9999999999999996
ENST00000225927.2	ENST00000225927.2	3	1.0
ENST00000225941.1	ENST00000225941.1	3	1.004382309450158
ENST00000226004.3	ENST00000226004.3	3	1.0
ENST00000226094.5	ENST00000226094.5	3	1.0
ENST00000226574.4	ENST00000226574.4	3	1.0
ENST00000226578.4	ENST00000226578.4	3	0.9999999999999998
ENST00000227251.3	ENST00000227251.3	3	0.9999999999999998
ENST00000227525.3	ENST00000227525.3	3	0.9999999999999998
ENST00000227752.3	ENST00000227752.3	3	1.0
ENST00000227758.2	ENST00000227758.2	3	0.9999999999999998
ENST00000228027.7	ENST00000228027.7	3	1.0047365523035672
ENST00000228284.3	ENST00000228284.3	3	1.0
ENST00000228434.3	ENST00000228434.3	3	1.0
ENST00000228438.2	ENST00000228438.2	3	1.0
ENST00000228495.6	ENST00000228495.6	3	0.9999999999999998
ENST00000228506.3	ENST00000228506.3	3	1.000000000000001
ENST00000228740.2	ENST00000228740.2	3	1.00356938827814
ENST00000228922.7	ENST00000228922.7	3	1.0
ENST00000228938.5	ENST00000228938.5	3	0.9999999999999996
ENST00000229022.3	ENST00000229022.3	3	1.0
ENST00000229195.3	ENST00000229195.3	3	0.9999999999999998
ENST00000229214.4	ENST00000229214.4	3	1.000800936489518
ENST00000229214.4	ENST00000255945.2	3	-0.0283121526694379
ENST00000229238.3	ENST00000229238.3	3	1.0
ENST00000229243.2	ENST00000229243.2	3	1.377310632645198
ENST00000229243.2	ENST00000243997.3	3	-0.010078885761230809
ENST00000229251.3	ENST00000229251.3	3	1.000000000000001
ENST00000229268.8	ENST00000229268.8	3	0.9999999999999996
ENST00000229277.1	ENST00000229277.1	3	1.0
ENST00000229314.5	ENST00000229314.5	3	0.9999999999999998
ENST00000229332.5	ENST00000229332.5	3	1.0003328689328141
ENST00000229340.5	ENST00000229340.5	3	1.0
ENST00000229794.4	ENST00000229794.4	3	1.0017938487327378
ENST00000229854.7	ENST00000229854.7	3	1.0
ENST00000229866.6	ENST00000229866.6	3	1.0
ENST00000230056.3	ENST00000230056.3	3	1.0001197026089972
ENST00000230056.3	ENST00000243440.1	3	0.010941523555315691
ENST00000230340.4	ENST00000230340.4	3	0.9999999999999998
ENST00000230354.6	ENST00000230354.6	3	1.0
ENST00000230402.6	ENST00000230402.6	3	0.9999999999999998
ENST00000230461.6	ENST00000230461.6	3	1.0
ENST00000230771.3	ENST00000230771.3	3	0.9999999999999998
ENST00000230901.5	ENST00000230901.5	3	1.0
ENST00000231238.5	ENST00000231238.5	3	0.9999999999999998
ENST00000231572.3	ENST00000231572.3	3	1.0
ENST00000231790.2	ENST00000231790.2	3	1.0
ENST00000231948.4	ENST00000231948.4	3	0.9999999999999998
ENST00000232014.4	ENST00000232014.4	3	1.0000172554900808
ENST00000232375.3	ENST00000232375.3	3	1.0
ENST00000232501.3	ENST00000232501.3	3	0.9999999999999998
ENST00000232508.5	ENST00000232508.5	3	1.0
ENST00000232744.8	ENST00000232744.8	3	1.0
ENST00000232766.5	ENST00000232766.5	3	1.000000000000001
ENST00000232854.4	ENST00000232854.4	3	0.9999999999999998
ENST00000232978.8	ENST00000232978.8	3	0.9999999999999996
ENST00000233078.4	ENST00000233078.4	3	1.0
ENST00000233121.2	ENST00000233121.2	3	1.0
ENST00000233146.2	ENST00000233146.2	3	1.0000705991445409
ENST00000233154.4	ENST00000233154.4	3	0.9999999999999992
ENST00000233575.2	ENST00000233575.2	3	0.9999999999999998
